,entity id,alias,synonyms,scientific name,category,molecules
197,198,passionfruit,Passionfruit,passiflora,fruit,"{31234, 12293, 1031, 644104, 5352973, 527, 8723, 21159448, 31260, 7710, 31265, 7714, 15394, 4133, 6184, 5364778, 31276, 439341, 30771, 31284, 5365811, 6202, 638011, 638014, 61503, 8768, 637511, 72, 243783, 12367, 7762, 1110, 529496, 7770, 18522, 61020, 5352543, 5280863, 7775, 61030, 637542, 17000, 1130, 6251, 62572, 107, 7284, 17525, 5367412, 7799, 7800, 7288, 7797, 8314, 444539, 5281404, 126, 11902, 637566, 10882, 8835, 10885, 9862, 650, 33931, 441484, 62092, 445070, 7824, 101010, 5284503, 61592, 8857, 8858, 10393, 1183, 5281, 519845, 7847, 441005, 7342, 7858, 4788, 180, 5280443, 5363388, 8892, 10430, 5280445, 14529, 7362, 643779, 11463, 18635, 17100, 8908, 10448, 102611, 519382, 7895, 27866, 5321950, 10976, 61665, 1549026, 1549025, 5365991, 5365992, 16617, 643820, 439533, 2733294, 240, 8432, 244, 11509, 27892, 247, 11005, 43263, 5280511, 768, 61184, 8452, 11527, 7945, 784, 5281553, 522514, 5366038, 798, 5284639, 11552, 802, 5365027, 7460, 7462, 5364519, 2345, 7983, 61235, 5315892, 3893, 7997, 637758, 12097, 323, 638278, 23367, 5363526, 6986, 332, 26447, 637775, 5355856, 32594, 338, 5280598, 13144, 22873, 61275, 1889, 643941, 8038, 61293, 878, 16237, 22386, 8051, 6086514, 11128, 379, 569214, 13187, 5352837, 88454, 65413, 5281168, 12180, 14228, 6549, 5318042, 8091, 8094, 6560, 6561, 61346, 6050, 11173, 6054, 5367719, 8103, 6569, 5281708, 12206, 6584, 6072, 853433, 79803, 957, 6590, 5362622, 8129, 8130, 107971, 454, 446925, 16220110, 439246, 12756, 7646, 439263, 637920, 8158, 7650, 11747, 996, 8163, 7654, 999, 998, 12777, 7658, 7150, 5352438, 89594, 7165}"
198,199,yellow passionfruit,Yellow Passionfruit,passiflora,fruit,"{61953, 8452, 10886, 24838, 429065, 31242, 61455, 522514, 5282708, 73750, 537754, 518810, 7456, 7714, 8868, 15654, 5364519, 14505, 5363388, 62013, 637758, 7361, 5352770, 23235, 61384, 1549778, 62424, 61030, 17000, 16872, 12777, 7915, 7658, 19309, 7795, 8821, 15824502, 78199, 520440, 7802}"
199,200,pawpaw,"Papaw, Common pawpaw",asiminia,fruit,"{8193, 5352770, 12293, 1550470, 5352774, 8139, 7501, 7824, 7762, 12180, 14228, 12756, 8091, 521246, 31265, 529253, 998, 5365992, 5364778, 61293, 5364399, 31284, 7799, 7800, 11005}"
200,201,peach,Nectarine,prunus,fruit,"{5283335, 644104, 12810, 12813, 5352973, 61455, 527, 8723, 7704, 31260, 7710, 78879, 7714, 15394, 5280804, 4133, 6184, 65064, 7720, 12844, 439341, 62510, 31276, 14896, 5365811, 31289, 6202, 638011, 65084, 12348, 7742, 638014, 61503, 8768, 7749, 637511, 72, 8785, 72276, 72277, 1110, 5280343, 61020, 5352543, 5280863, 8294, 637542, 1130, 6251, 107, 61040, 7284, 5367412, 7797, 7288, 7802, 8314, 92794, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 7824, 7826, 19602, 5780, 5284503, 8857, 8858, 10393, 1183, 7847, 33960, 441005, 5364399, 7858, 5352626, 4788, 180, 5280443, 5363388, 8892, 10430, 5280445, 23235, 643779, 5324489, 18635, 17100, 5364941, 8908, 10448, 8914, 25310, 1549026, 7915, 439533, 2733294, 240, 753, 7921, 244, 11509, 12020, 247, 61177, 19707, 11005, 5280511, 768, 6915, 8452, 24838, 784, 798, 5284639, 11552, 802, 7460, 7462, 2345, 5315892, 8500, 7991, 7997, 12097, 323, 638278, 6986, 7501, 26447, 637775, 338, 5280598, 13144, 8025, 7002, 8027, 1889, 643941, 8038, 9064, 878, 22386, 8051, 11128, 107905, 5367681, 5281168, 12180, 11160, 5318042, 8091, 8093, 8094, 6561, 6050, 6054, 5367719, 8103, 6569, 5281708, 12209, 16821, 6584, 6072, 853433, 79803, 957, 8129, 8130, 107971, 454, 12232, 246728, 446925, 439246, 1549778, 12756, 439263, 11747, 996, 8163, 7654, 999, 998, 12777, 5352428, 35821, 7150, 5352438, 12278, 89594, 7165, 6654}"
201,202,pear,Pear,pyrus,fruit,"{644104, 31246, 527, 8723, 5372954, 31260, 15394, 5280804, 6184, 65064, 7720, 31272, 31276, 439341, 31283, 5365811, 31289, 6202, 638011, 65084, 61503, 8768, 637511, 72, 72276, 72277, 1110, 5280343, 61020, 5280863, 637542, 440936, 1130, 107, 6251, 5367412, 7284, 7288, 7802, 444539, 7803, 637566, 126, 9862, 650, 33931, 441484, 445070, 10895, 5780, 5284503, 10393, 8857, 1183, 7847, 441005, 5364399, 177, 7858, 4788, 180, 5280443, 5363388, 5280445, 3776, 643779, 18635, 17100, 8908, 10448, 7895, 1549026, 7915, 5281516, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 261, 784, 284, 798, 5284639, 11552, 802, 2345, 5315892, 7997, 323, 638278, 6986, 637775, 26447, 338, 13654, 5280598, 13144, 8025, 7002, 5463904, 1889, 643941, 8038, 9064, 878, 8048, 8051, 11128, 107905, 5281162, 5281168, 5318042, 8091, 8094, 5362592, 6560, 6050, 6561, 6054, 5367719, 8103, 6569, 5281708, 12209, 6072, 853433, 6584, 79803, 957, 5463485, 8129, 8130, 107971, 454, 439246, 985, 8159, 439263, 8164, 7654, 999, 998, 7150, 12278, 89594}"
202,203,bartlett pear,"Williams pear, Bartlett Pear",pyrus communis,fruit,"{261, 9862, 5281162, 31246, 10895, 5281168, 5780, 8091, 284, 31260, 6560, 5362592, 8103, 6184, 7720, 31272, 31276, 5364399, 12209, 177, 31283, 180, 5364532, 6584, 31289, 5363388, 957, 5463485, 7997, 3776, 8129, 17100, 8908, 13654, 7895, 8025, 985, 7002, 8159, 5463904, 8164, 8038, 7915, 5281516, 8048, 8051, 5367412, 12278, 7802, 7803}"
203,204,prickly pear,Prickly Pear,opuntia,fruit,"{5283329, 1031, 644104, 527, 8723, 31253, 31260, 7710, 15394, 4133, 6184, 439341, 13357, 5365811, 6202, 638011, 638014, 61503, 8768, 637511, 72, 5319754, 1110, 61020, 5362782, 5280863, 637542, 1130, 107, 6251, 7284, 7288, 444539, 637566, 126, 1550470, 9862, 650, 33931, 441484, 445070, 643731, 5284503, 10393, 8858, 8857, 1183, 5281, 7847, 441005, 7858, 4788, 180, 11449, 5280443, 5363388, 5280445, 3776, 643779, 18635, 5364941, 10448, 8914, 1549026, 439533, 240, 244, 11509, 15606, 247, 11508, 5280511, 768, 8452, 784, 798, 5284639, 11552, 802, 5365027, 7462, 2345, 5315892, 7997, 637758, 323, 638278, 6986, 637775, 26447, 338, 34134, 5280598, 13144, 1889, 643941, 878, 11128, 5281167, 12180, 5318042, 8094, 6560, 6561, 6050, 11173, 6054, 5367719, 8103, 6569, 5281708, 6072, 853433, 79803, 5362622, 8130, 107971, 454, 5365706, 439246, 12756, 439263, 7654, 999, 998, 12777, 7150, 89594}"
204,205,pepino,Sweet Cucumber,solanum,fruit,"{5362720, 8914, 8918, 11527, 5362792, 7997, 78879}"
205,206,pineapple,Ananas,ananas,fruit,"{8193, 1031, 644104, 1032, 429065, 85519, 527, 85522, 8723, 31251, 31253, 7704, 31260, 521246, 7710, 78879, 31265, 31266, 15394, 6184, 65064, 5364778, 12844, 439341, 13357, 31276, 5365811, 68148, 31289, 6202, 638011, 65084, 61503, 8768, 7749, 637511, 72, 5366856, 637520, 7761, 7762, 72276, 72277, 1110, 5280343, 18522, 61020, 5362782, 5280863, 637542, 1130, 6251, 62572, 107, 17008, 7284, 8821, 5367412, 7799, 7800, 7288, 7797, 8314, 444539, 637566, 126, 10882, 442501, 10886, 9862, 7302, 650, 33931, 441484, 445070, 7824, 7826, 5284503, 61592, 8857, 10393, 1183, 519845, 7847, 441005, 7342, 7344, 177, 7858, 4788, 180, 5280443, 5363388, 8892, 10430, 5280445, 7361, 14529, 643779, 7362, 61641, 18635, 17100, 10957, 10448, 8914, 7895, 1549026, 16617, 7915, 439533, 240, 244, 11509, 247, 5280511, 768, 6915, 8452, 6432005, 7943, 7945, 12044, 784, 16666, 798, 11039, 5284639, 11552, 802, 6420258, 7463, 2345, 12587, 5315892, 7991, 7997, 637758, 5352770, 323, 5352774, 638278, 526152, 11593, 6986, 7501, 26447, 637775, 338, 5971, 5280598, 13144, 8025, 11614, 1889, 643941, 8038, 9064, 61293, 878, 19309, 8048, 22386, 8052, 11124, 78199, 11128, 379, 107905, 5323650, 7559, 8073, 18827, 61325, 65425, 12180, 6549, 11160, 5318042, 8091, 8094, 6560, 6561, 6050, 11173, 7590, 5367719, 8103, 6054, 6569, 5281708, 12206, 12209, 16821, 6584, 6072, 853433, 79803, 6590, 5362622, 8129, 8130, 107971, 263620, 454, 12232, 8139, 439246, 8655, 24020, 12756, 439263, 996, 7654, 999, 998, 12777, 7150, 89594, 7165}"
206,207,plum,Plum,prunus,fruit,"{1031, 644104, 429065, 5281804, 5352461, 12813, 5352463, 527, 8723, 31251, 31260, 7710, 15394, 5280804, 4133, 6184, 65064, 31276, 439341, 14896, 5365811, 60979, 31289, 6202, 638011, 65084, 638014, 61503, 8768, 637511, 72, 5366352, 637520, 7762, 72276, 72277, 1110, 5280343, 7770, 61020, 5352543, 5280863, 61030, 637542, 1130, 6251, 107, 7795, 7284, 17525, 7797, 7288, 8314, 444539, 637566, 126, 62592, 10885, 10886, 9862, 650, 33931, 441484, 445070, 19602, 5780, 5284503, 8857, 10393, 1183, 7847, 33960, 441005, 7344, 6436017, 7858, 4788, 180, 5280443, 5363388, 5280445, 10430, 14529, 7362, 643779, 18635, 17100, 11468, 10448, 61137, 8914, 7895, 25310, 1549026, 16617, 643820, 439533, 2733294, 240, 243, 244, 11509, 247, 61177, 5280511, 768, 8452, 24838, 11529, 784, 798, 5284639, 11552, 802, 2345, 7981, 5315892, 7476, 5365049, 5366074, 7997, 323, 12613, 638278, 6986, 6989, 7501, 5365069, 26447, 637775, 338, 5280598, 13144, 22873, 1889, 643941, 8038, 9064, 875, 878, 11128, 107905, 88454, 8073, 18827, 6544, 5281168, 12180, 14228, 13204, 5318042, 8091, 8094, 6560, 6561, 6050, 6054, 5367719, 8103, 6569, 5281708, 12209, 6072, 853433, 79803, 957, 6590, 8130, 107971, 454, 246728, 439246, 11732, 985, 8158, 8159, 439263, 7654, 999, 16872, 998, 8167, 12777, 7150, 7151, 5352438, 89594, 7165, 6654}"
207,208,plumcot,"Apriums, Apriplums, Plumcots",prunus,fruit,"{62592, 9862, 8139, 5352973, 6544, 7824, 8091, 7710, 5352543, 7714, 4133, 7909, 9895, 31276, 2733294, 8052, 11509, 17525, 5352438, 31289, 7802, 5363388, 5362622, 560255}"
208,209,pumpkin,Pumpkin,cucurbita pepo,fruit,"{768, 8452, 644104, 527, 5364752, 784, 8723, 1049, 31260, 798, 5284639, 11552, 15394, 802, 6184, 2345, 439341, 5365811, 5315892, 6202, 638011, 61503, 8768, 323, 638278, 637511, 72, 5319754, 6986, 26447, 637775, 338, 1110, 5280598, 13144, 61020, 5280863, 1889, 643941, 637542, 1130, 6251, 107, 876, 878, 19310, 7284, 7288, 11128, 444539, 637566, 126, 9862, 650, 33931, 441484, 18827, 445070, 5281167, 5284503, 8857, 10393, 5318042, 8094, 1183, 6561, 520098, 6050, 6054, 7847, 5367719, 6569, 5281708, 441005, 7858, 4788, 180, 6072, 853433, 5280443, 5363388, 5280445, 79803, 8130, 643779, 107971, 454, 18635, 5364941, 439246, 10448, 439263, 1549026, 994, 11747, 7654, 999, 998, 439533, 7150, 240, 244, 11509, 247, 89594, 5280511}"
209,210,quince,Quince,cydonia,fruit,"{61953, 1031, 644104, 527, 8723, 7193, 31260, 15394, 6184, 65064, 5364778, 31276, 439341, 5365811, 6202, 638011, 65084, 638014, 61503, 8768, 637511, 72, 72276, 72277, 1110, 5280343, 61020, 7775, 5352543, 5280863, 637542, 440936, 1130, 107, 62572, 6251, 7284, 7288, 444539, 637566, 126, 10885, 9862, 650, 33931, 441484, 445070, 10895, 5284503, 10393, 8857, 1183, 7847, 441005, 7342, 7858, 4788, 180, 7351, 7353, 5280443, 5363388, 5280445, 643779, 18635, 17100, 8908, 10448, 5321950, 1549026, 5281516, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 24838, 579336, 784, 798, 5284639, 11552, 802, 2345, 5315892, 637758, 12097, 323, 12613, 638278, 6986, 332, 637775, 26447, 338, 5280598, 13144, 22873, 1889, 643941, 9064, 875, 61293, 878, 8052, 61303, 11128, 107905, 13187, 5281162, 5281168, 5318042, 8091, 8093, 8094, 6560, 6561, 6050, 6054, 5367719, 6569, 5281708, 16821, 6072, 853433, 79803, 957, 5362622, 8130, 107971, 454, 439246, 12756, 8159, 439263, 12257, 7654, 999, 16872, 998, 62445, 7150, 5352438, 89594}"
210,211,chinese quince,Chinese Quince,pseudocydonia,fruit,"{61185, 10885, 10886, 1031, 1032, 527, 7824, 8082, 14228, 5281, 6420258, 6054, 9256, 7351, 31289, 853433, 11579, 5363388, 957, 6590, 5282108, 10430, 24516, 332, 8908, 24020, 7765, 6998, 22873, 5352539, 5321950, 7775, 996, 7909, 998, 999, 16872, 643941, 22386, 7284, 17525, 8314, 379, 11005, 560255}"
211,212,raisin,"Dried grape, sultana, Currant",vitis vinifera,fruit,"{12097, 13187, 61386, 18827, 17100, 12756, 18522, 31260, 8093, 7710, 8158, 4133, 6054, 8103, 6184, 998, 14514, 5283316, 3893, 379, 8892, 11902, 8063}"
212,213,roseapple,"Java apple, Semarang rose-apple, Wax jambu, Watery rose apple, Water apple, Bell fruit, Jamb, Java rose apple, Malay rose apple, Malay apple, Mountain apple, Rose apple, Otaheite apple, Pink satin-ash, Pommerac",syzygium,fruit,"{768, 8452, 644104, 5352463, 527, 784, 8723, 31260, 798, 5284639, 11552, 15394, 802, 6184, 2345, 439341, 5365811, 5315892, 638011, 61503, 8768, 323, 638278, 637511, 72, 6986, 7501, 26447, 637775, 338, 1110, 5280598, 13144, 61020, 5280863, 1889, 643941, 637542, 6251, 107, 878, 7284, 7288, 11128, 444539, 637566, 126, 5354882, 9862, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 5318042, 1183, 5281, 6561, 6050, 11173, 6054, 7847, 5367719, 6569, 5281708, 441005, 7858, 61362, 4788, 180, 6072, 853433, 5280443, 5363388, 5280445, 79803, 957, 8130, 643779, 107971, 454, 18635, 439246, 10448, 8914, 11732, 5321950, 439263, 1549026, 7654, 999, 998, 643820, 439533, 7150, 240, 250096, 244, 11509, 247, 5366264, 89594, 5280511}"
213,214,sapodilla,Zapota,manilkara zapota,fruit,"{768, 31234, 8452, 644104, 527, 784, 8723, 31260, 798, 5284639, 11552, 15394, 802, 4133, 6184, 2345, 439341, 5365811, 8499, 5315892, 638011, 65084, 61503, 8768, 323, 638278, 637511, 72, 6986, 7501, 26447, 637775, 338, 72276, 1110, 5280598, 13144, 61020, 5280863, 7519, 1889, 643941, 637542, 9064, 1130, 6251, 107, 878, 7284, 7288, 11128, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 5318042, 8094, 1183, 6561, 6050, 6054, 7847, 5367719, 6569, 5281708, 441005, 7858, 4788, 180, 6072, 853433, 5280443, 5363388, 5280445, 79803, 8130, 23235, 643779, 107971, 454, 12232, 18635, 439246, 10448, 439263, 1549026, 7651, 7654, 999, 998, 7148, 439533, 7150, 240, 244, 11509, 247, 89594, 5280511}"
214,215,soursop,Soursop,annona muricata,fruit,"{768, 8452, 644104, 527, 784, 8723, 6435861, 1049, 31260, 3102, 798, 5284639, 11552, 15394, 802, 15654, 6184, 2345, 439341, 5365811, 5315892, 5364532, 638011, 61503, 8768, 323, 638278, 637511, 72, 6986, 7501, 26447, 637775, 338, 1110, 5280598, 13144, 61020, 5362782, 5280863, 1889, 643941, 637542, 1130, 6251, 107, 878, 7284, 7288, 11128, 444539, 11902, 126, 637566, 5323650, 10886, 9862, 650, 33931, 441484, 445070, 7824, 12180, 13204, 5284503, 8857, 10393, 5318042, 8091, 1183, 6561, 6050, 519845, 6054, 7847, 5367719, 6569, 5281708, 441005, 12206, 5364399, 7858, 4788, 180, 6072, 5364409, 853433, 5280443, 5363388, 5280445, 79803, 62908, 8130, 643779, 107971, 454, 18635, 439246, 10448, 12756, 11732, 7895, 7643, 439263, 1549026, 11747, 7654, 999, 998, 439533, 7150, 7151, 240, 244, 11509, 247, 89594, 5280511}"
215,216,spineless monkey orange,Muquaqua,strychnos,fruit,"{61184, 12293, 88454, 24838, 5281162, 10895, 7824, 7826, 12180, 24020, 22873, 7770, 12571, 8091, 7775, 16872, 7342, 3893, 15606, 5352438}"
216,217,starfruit,Carambola,averrhoa carambola,fruit,"{12293, 644104, 5352973, 5352463, 527, 8723, 62484, 31260, 7710, 7714, 15394, 6184, 65064, 1068, 439341, 13357, 31276, 14896, 7731, 5365811, 60979, 31289, 6202, 638011, 638014, 61503, 8768, 5284421, 637511, 72, 637520, 72276, 72277, 1110, 7770, 61020, 5352543, 5280863, 1119, 637542, 1130, 6251, 107, 7284, 17525, 7288, 10362, 444539, 637566, 126, 1550470, 9862, 650, 33931, 441484, 7820, 445070, 7824, 7826, 5284503, 8857, 10393, 1183, 5281, 7847, 6826, 441005, 5364399, 7858, 4788, 180, 5280443, 5363388, 5280445, 10430, 517827, 643779, 18635, 17100, 8908, 10448, 8914, 519382, 7895, 6877, 1549026, 8186, 439533, 2733294, 240, 244, 11509, 15606, 247, 11508, 12020, 11005, 5280511, 768, 8452, 18698, 784, 61204, 798, 11039, 5284639, 5373729, 802, 12578, 11552, 7462, 2345, 8499, 5315892, 3893, 5366074, 7997, 5282110, 12097, 323, 5352774, 638278, 6986, 332, 26447, 637775, 338, 5280598, 13144, 22873, 7002, 1889, 33637, 8038, 643941, 8042, 875, 878, 22386, 11124, 11128, 8063, 107905, 5323650, 7559, 5281163, 18827, 5281167, 6544, 5281168, 5282707, 12180, 5318042, 8091, 8094, 6560, 6561, 6050, 6054, 5367719, 8103, 6569, 5281708, 12206, 61362, 6072, 853433, 79803, 8635, 957, 16832, 8130, 107971, 454, 439246, 1549778, 12756, 985, 8158, 439263, 8163, 7654, 999, 16872, 998, 7150, 62453, 5352438, 89594, 6654}"
217,218,tamarind,Tamarind,tamarind,fruit,"{644104, 527, 8723, 31253, 5144, 31260, 5363741, 7710, 15394, 4133, 6184, 439341, 10797, 14896, 5365811, 31289, 6202, 638011, 638014, 61503, 8768, 5284421, 637511, 72, 72276, 1110, 18522, 61020, 5280863, 612, 637542, 1130, 107, 6251, 7284, 7288, 8314, 444539, 10364, 637566, 11902, 126, 12306047, 442501, 9862, 7304, 650, 33931, 441484, 445070, 6432404, 5284503, 10393, 8858, 8857, 1183, 7847, 14505, 441005, 6508206, 8369, 7858, 4788, 180, 5280443, 5363388, 5280445, 7362, 643779, 445639, 18635, 17100, 10448, 8914, 1549026, 743, 5281515, 643820, 439533, 240, 244, 11509, 247, 6918391, 11005, 5280511, 768, 7938, 8452, 784, 798, 5284639, 11552, 802, 22311, 2345, 5284656, 5315892, 3893, 5366074, 5282108, 2879, 12097, 323, 638278, 6986, 6987, 332, 637775, 26447, 338, 5280598, 13144, 7002, 8027, 12305247, 1889, 643941, 8038, 875, 878, 11635, 11128, 379, 6549, 5318042, 8094, 6560, 6561, 6050, 6054, 5367719, 6569, 5281708, 61362, 7095, 6072, 853433, 79803, 957, 8129, 8130, 107971, 454, 460, 439246, 985, 11230, 439263, 637920, 8158, 11747, 996, 7654, 999, 998, 7148, 7150, 442355, 62453, 8184, 5283321, 89594, 6654}"
218,219,woodapple,"Bael, Bengal quince, Golden apple, Japanese bitter orange",aegle marmelos,fruit,"{7824, 12180, 519845, 13204, 62572, 61293}"
219,220,berry,Berry,eudicots,berry,"{8194, 31234, 18827, 19602, 5780, 31253, 6549, 31260, 1183, 6560, 11552, 4133, 6054, 8103, 6184, 11173, 10282, 31276, 1068, 31289, 8892, 957, 8129, 7362, 10819, 454, 8139, 8914, 12756, 10976, 996, 998, 8294, 7150, 8051, 7284, 12020, 8314, 637566}"
220,221,bilberry,"Blaeberry, Whortleberry, Winberry, Whinberry, Wimberry, Whimberry",vaccinium,berry,"{31234, 644104, 12810, 12813, 527, 5283345, 8723, 7704, 5372954, 7194, 5283356, 31260, 7711, 15394, 5280804, 4133, 6184, 439341, 13357, 14896, 5365811, 31284, 31289, 16441, 31291, 638011, 6202, 65084, 61503, 8768, 637511, 72, 12366, 7761, 72276, 72277, 1110, 5280343, 61020, 5280863, 637542, 17000, 440936, 107, 6251, 7284, 7288, 8314, 444539, 637566, 126, 442501, 9862, 7302, 8842, 33931, 441484, 650, 445070, 19602, 5284503, 10393, 8857, 1183, 7847, 441005, 7858, 179, 4788, 180, 5364919, 5280443, 5363388, 5280445, 14529, 643779, 2758, 18635, 10448, 89594, 102611, 86753, 445154, 1549026, 5281515, 643820, 439533, 2733294, 240, 244, 11509, 12020, 247, 5280511, 768, 8452, 7945, 102667, 784, 8468, 798, 5284639, 11552, 802, 22311, 2345, 5315892, 7991, 2879, 323, 638278, 6986, 6989, 7501, 637775, 26447, 338, 10582, 5280598, 13144, 1889, 643941, 9064, 878, 22386, 11128, 1616260, 5281670, 5281168, 5282707, 6549, 11160, 5318042, 5367706, 8094, 6561, 6050, 6054, 5367719, 6568, 6569, 5281708, 16821, 7095, 6072, 853433, 79803, 26049, 8129, 107971, 8130, 454, 5318599, 246728, 8139, 439246, 24020, 439263, 637920, 996, 7654, 999, 998, 12777, 7150, 8174, 5283321, 8186, 6654}"
221,222,blackberry,Blackberry,rubus,berry,"{31234, 1032, 644104, 527, 5283345, 8723, 31260, 7710, 7711, 15394, 7714, 6184, 7720, 10795, 439341, 14896, 5365811, 31284, 16441, 31291, 638011, 638014, 61503, 8768, 637511, 72, 1110, 5280343, 61020, 5280863, 637542, 107, 6251, 7284, 7288, 444539, 637566, 126, 11902, 442495, 9862, 650, 33931, 441484, 445070, 7824, 7826, 5284503, 10393, 8857, 1183, 7847, 441005, 7344, 7858, 4788, 180, 5280443, 5363388, 5280445, 702, 14529, 643779, 18635, 8908, 10448, 61137, 89594, 519382, 7895, 1549026, 642793, 643820, 439533, 2733294, 240, 244, 11509, 15606, 247, 6321405, 5280511, 768, 8452, 11527, 784, 61204, 798, 5284639, 11552, 802, 7463, 2345, 5315892, 8500, 5366074, 5282108, 637758, 12097, 323, 325, 638278, 6986, 6989, 637775, 26447, 338, 10582, 5280598, 13144, 1889, 643941, 878, 11124, 11128, 8063, 61325, 12180, 5318042, 8091, 6561, 6050, 6054, 5367719, 6569, 5281708, 12206, 62901, 16821, 6072, 853433, 79803, 8130, 107971, 454, 246728, 8139, 439246, 7127, 439263, 8163, 7654, 999, 998, 35821, 7150, 12278, 5283321, 8186, 6654}"
222,223,blueberry,Cherry,vaccinium,berry,"{31234, 644104, 12813, 5352461, 527, 8723, 31253, 31260, 15394, 638500, 5280804, 6184, 65064, 439341, 5365811, 638011, 65084, 638014, 61503, 8768, 637511, 72, 7762, 72276, 72277, 1110, 5280343, 61020, 5280863, 637542, 1130, 107, 6251, 7284, 7288, 8314, 444539, 637566, 126, 442495, 442501, 9862, 8842, 33931, 441484, 650, 445070, 19602, 249494, 5284503, 10393, 8857, 1183, 7847, 441005, 7858, 4788, 4276, 180, 5364919, 5280443, 5363388, 5280445, 643779, 2758, 5324489, 18635, 17100, 8908, 10448, 8914, 1549026, 5281515, 643820, 439533, 240, 244, 11509, 8438, 247, 12020, 5280511, 768, 8452, 7945, 784, 8468, 61204, 798, 11039, 5284639, 11552, 802, 6431015, 22311, 7463, 2345, 5315892, 7991, 5282109, 2879, 12097, 323, 638278, 23676745, 6986, 6988, 6989, 637775, 26447, 338, 5280598, 13144, 1889, 643941, 11622, 9064, 878, 11128, 107905, 5281168, 12180, 6549, 11160, 5318042, 6561, 6050, 6054, 5367719, 6568, 6569, 5281708, 6072, 853433, 79803, 957, 8129, 8130, 107971, 454, 246728, 460, 439246, 439263, 8163, 7654, 999, 998, 7150, 62453, 89594, 6654}"
223,224,cherry,Cherry,prunus,berry,"{768, 8452, 644104, 1032, 527, 784, 8723, 31253, 31260, 798, 5284639, 11552, 15394, 802, 6184, 65064, 2345, 439341, 5365811, 5315892, 5366074, 638011, 65084, 637758, 61503, 8768, 323, 638278, 637511, 72, 6986, 26447, 637775, 338, 72276, 72277, 1110, 5280343, 5280598, 13144, 61020, 5280863, 1889, 643941, 637542, 9064, 1130, 6251, 107, 878, 8048, 7284, 7288, 61048, 11128, 444539, 637566, 126, 107905, 9862, 650, 33931, 441484, 445070, 643731, 5284503, 8857, 10393, 5318042, 1183, 6561, 6050, 6054, 7847, 5367719, 8103, 6569, 5281708, 441005, 7858, 4788, 180, 6072, 6584, 853433, 5280443, 5363388, 5280445, 702, 79803, 8130, 643779, 107971, 454, 18635, 17100, 31231, 439246, 10448, 439263, 1549026, 7654, 999, 998, 439533, 7150, 240, 243, 244, 11509, 12278, 247, 89594, 5280511}"
