,entity id,alias,synonyms,scientific name,category,molecules
338,339,pepper,Pepper,piper,spice,"{5356544, 644104, 527, 8723, 31253, 5144, 522266, 5372954, 6370843, 31260, 15394, 5280804, 521253, 31268, 65575, 6184, 8748, 439341, 15406, 14896, 5365811, 16441, 5320250, 638011, 6202, 61503, 8768, 86597, 637511, 72, 638024, 27208, 86609, 440917, 1110, 5280343, 11744854, 61020, 7775, 5280863, 12388, 8294, 12391, 637542, 1130, 107, 92780, 6251, 12398, 8815, 12401, 7794, 442482, 7284, 7288, 444539, 637563, 10364, 637566, 126, 442501, 9862, 8842, 33931, 441484, 650, 445070, 11368078, 107152, 7824, 7826, 6432404, 5284503, 442009, 10393, 5284507, 8857, 1183, 7847, 441005, 6508206, 64685, 7341, 7858, 4788, 4276, 180, 5280443, 8892, 5363388, 10430, 100031, 5280445, 519361, 14529, 643779, 61125, 2758, 11463, 24261, 5317319, 61130, 18635, 17100, 7888, 10448, 1549025, 1549026, 89316, 5281515, 5281516, 439533, 240, 3314, 7410, 244, 11509, 8438, 247, 15094, 6918391, 11514, 6321405, 5280511, 768, 8452, 102667, 7439, 784, 5281553, 798, 5284639, 11552, 802, 7460, 7461, 7462, 22311, 12072, 7463, 6428458, 2345, 5315892, 8500, 313, 9017, 667450, 323, 638278, 6986, 6987, 6989, 330573, 637775, 159055, 170833, 338, 26447, 101716, 10582, 5280598, 13144, 1889, 643941, 9064, 61290, 878, 11128, 5322111, 18818, 11142, 7559, 3473, 8082, 6549, 80790, 11160, 93081, 5318042, 8091, 24473, 8094, 62367, 6561, 6050, 6054, 5367719, 6569, 11746218, 5281708, 62385, 61362, 6072, 853433, 79803, 111037, 26049, 8130, 107971, 454, 17868, 8141, 439246, 403919, 439250, 94164, 92116, 7127, 6616, 11230, 439263, 7136, 521185, 8163, 7654, 999, 998, 92138, 92139, 7150, 442355, 89594, 6654}"
339,340,saffron,Saffron,crocus sativus,spice,"{768, 8452, 644104, 527, 784, 8723, 8468, 31253, 31260, 798, 5284639, 11552, 7456, 15394, 802, 7461, 7462, 22311, 6184, 7463, 2345, 439341, 14896, 6448, 5365811, 5315892, 638011, 61503, 8768, 323, 5284421, 638278, 637511, 72, 6986, 637775, 159055, 26447, 338, 1110, 5280343, 5280598, 13144, 61020, 5280863, 1889, 643941, 8294, 637542, 1130, 107, 6251, 878, 61041, 7284, 7288, 11128, 444539, 5281404, 637566, 126, 18818, 9862, 8842, 33931, 441484, 650, 445070, 6544, 6549, 5284503, 10393, 8857, 5318042, 1183, 5281, 6561, 6050, 931, 6054, 7847, 62374, 5367719, 6569, 5281708, 441005, 64685, 7858, 4788, 180, 6072, 853433, 5280443, 5363388, 5280445, 79803, 26049, 8130, 643779, 107971, 2758, 11463, 454, 18635, 17868, 446925, 439246, 10448, 8914, 985, 11230, 439263, 1549026, 8163, 7654, 999, 998, 439533, 7150, 240, 244, 11509, 22833654, 247, 89594, 6654, 5280511}"
340,341,turmeric,Turmeric,curcuma,spice,"{644104, 527, 8723, 31253, 5372954, 31260, 15394, 521253, 6184, 439341, 14896, 5365811, 638011, 92221, 61503, 8768, 10817, 637511, 72, 519764, 1110, 5280343, 15448, 61020, 5280863, 637542, 1130, 107, 6251, 7284, 7288, 444539, 637566, 126, 442501, 9862, 650, 33931, 441484, 445070, 5284503, 10393, 8857, 1183, 7847, 441005, 64685, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 2758, 11463, 18635, 17100, 10448, 10976, 1549026, 5281515, 439533, 240, 244, 11509, 247, 6321405, 5280511, 768, 8452, 784, 5281553, 8468, 443160, 798, 5284639, 11552, 802, 7460, 7461, 7462, 22311, 7463, 2345, 5315892, 323, 325, 638278, 326, 6986, 637775, 159055, 26447, 338, 5280598, 13144, 1889, 643941, 878, 11128, 387977, 6549, 5318042, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 26049, 8130, 107971, 454, 439246, 403919, 6616, 439263, 8163, 7654, 999, 998, 92139, 7150, 5352437, 89594, 6654}"
341,342,green beans,"French Beans, String Beans, Snap Beans",phaseolus vulgaris,vegetable,"{8193, 1031, 644104, 5283335, 5283339, 527, 8723, 31252, 31260, 7710, 15394, 5280804, 4133, 6184, 65064, 1068, 439341, 31276, 5365811, 31284, 31289, 6202, 638011, 65084, 638014, 61503, 8768, 637511, 72, 72276, 72277, 1110, 5280343, 18522, 61020, 5280863, 637542, 1130, 6251, 107, 1136, 7284, 7288, 7802, 444539, 637566, 126, 10885, 9862, 7302, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 5284507, 1183, 679, 7848, 7847, 441005, 8369, 7858, 4788, 180, 26808, 5280443, 5363388, 8892, 702, 5280445, 3776, 7361, 643779, 18635, 17100, 8908, 10448, 8914, 7895, 1549018, 10976, 641248, 445154, 1549026, 7915, 439533, 240, 7409, 244, 11509, 12020, 247, 11005, 5280511, 768, 8452, 6919, 784, 8468, 798, 5284639, 11552, 802, 7462, 2345, 5315892, 3893, 5366074, 5282108, 323, 638278, 6986, 332, 7501, 26447, 637775, 32594, 338, 5971, 5280598, 13144, 7002, 1889, 643941, 9064, 876, 878, 22386, 5281654, 11128, 379, 8063, 107905, 18827, 33166, 5281167, 402, 12178, 6549, 5318042, 8093, 8094, 6560, 6561, 520098, 6050, 11173, 6054, 5367719, 8103, 6569, 5281707, 5281708, 520108, 6072, 853433, 79803, 957, 8130, 107971, 454, 12232, 246728, 106441, 460, 14286, 439246, 12756, 11732, 14296, 985, 8158, 439263, 637920, 994, 11747, 996, 7654, 999, 998, 7150, 8180, 62453, 5283316, 89594, 6140}"
342,343,chive,Chive,allium,vegetable,"{768, 8452, 644104, 527, 784, 5320722, 8723, 31260, 798, 5284639, 11552, 75552, 15394, 802, 5280804, 6184, 2345, 1068, 439341, 5365811, 31284, 5315892, 13367, 6202, 638011, 61503, 8768, 323, 638278, 637511, 72, 5319754, 6986, 6989, 637775, 26447, 338, 5319765, 1110, 5280343, 15448, 12377, 5280598, 13144, 61020, 5280863, 1889, 643941, 637542, 11622, 1130, 107, 6251, 878, 22383, 61295, 7284, 5281654, 7288, 11128, 444539, 637566, 126, 7041, 9862, 650, 33931, 441484, 445070, 5284503, 10393, 8857, 5318042, 8094, 1183, 6561, 6050, 6054, 7847, 7848, 5367719, 6569, 5281708, 441005, 7858, 4788, 180, 6072, 853433, 5280443, 5363388, 5280445, 79803, 520895, 8130, 643779, 107971, 454, 12232, 18635, 460, 16590, 16591, 16592, 10448, 439246, 522459, 5321950, 439263, 1549026, 62434, 12376292, 8163, 7654, 999, 61926, 998, 439533, 7150, 240, 7409, 244, 11509, 247, 89594, 5280511}"
343,344,endive,Endive,cichorium,vegetable,"{768, 8193, 9473, 8452, 1031, 644104, 527, 784, 8723, 31260, 798, 5284639, 11552, 15394, 802, 5280804, 6184, 2345, 439341, 5365811, 5315892, 31289, 6202, 638011, 61503, 8768, 323, 638278, 637511, 72, 6986, 26447, 637775, 338, 1110, 5280343, 5280598, 13144, 7002, 61020, 5280863, 1889, 643941, 637542, 1130, 6251, 107, 878, 22386, 7284, 61303, 7288, 11128, 444539, 637566, 126, 7043, 9862, 650, 33931, 441484, 18827, 445070, 5281168, 7826, 643731, 19602, 5284503, 8857, 10393, 5318042, 8094, 1183, 6560, 6561, 6050, 6054, 7847, 5367719, 8103, 6569, 5281708, 441005, 7858, 4788, 180, 6072, 853433, 5280443, 5363388, 5280445, 79803, 8130, 643779, 107971, 454, 5318599, 18635, 439246, 10448, 7895, 439263, 637920, 1549026, 996, 7654, 999, 998, 439533, 7150, 240, 7409, 244, 11509, 12020, 247, 89594, 5280511}"
344,345,leek,Leek,allium ampeloprasum,vegetable,"{1031, 644104, 31245, 527, 5320722, 8723, 1049, 31260, 15394, 6184, 439341, 5365811, 6202, 638011, 61503, 8768, 637511, 72, 5319754, 7762, 5319765, 1110, 12377, 61020, 5280863, 637542, 1130, 107, 6251, 7284, 7288, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 5284503, 10393, 8857, 1183, 7847, 7848, 441005, 7858, 4788, 180, 5280443, 5363388, 5280445, 7362, 643779, 24261, 18635, 16217806, 16591, 16592, 10448, 8914, 1549026, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 784, 798, 5284639, 11552, 75552, 802, 2345, 5315892, 323, 638278, 6986, 637775, 26447, 338, 5280598, 13144, 1889, 11617, 643941, 11622, 878, 22383, 19310, 8051, 61303, 11128, 8063, 7041, 13187, 7043, 5281168, 5318042, 8093, 8094, 6560, 6561, 6050, 6054, 5367719, 8103, 6569, 5281708, 6072, 853433, 79803, 957, 8130, 107971, 454, 12232, 439246, 439263, 8163, 7654, 999, 998, 7150, 89594}"
345,346,lettuce,Lettuce,lettuce,vegetable,"{644104, 5352460, 527, 61455, 8723, 31260, 15394, 5280804, 4133, 6184, 65064, 439341, 5365811, 31289, 6202, 638011, 65084, 61503, 8768, 10819, 637511, 11335, 72, 72276, 72277, 1110, 5280343, 8792, 61020, 5280863, 637542, 1130, 107, 6251, 7284, 7288, 8314, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 7824, 7826, 19602, 5284503, 10393, 8857, 1183, 7847, 441005, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 18635, 10448, 8914, 7895, 445154, 1549026, 643820, 439533, 240, 244, 11509, 11508, 247, 11514, 5280511, 768, 8452, 24838, 784, 8468, 798, 5284639, 11552, 802, 2345, 5315892, 323, 12613, 638278, 6986, 637775, 26447, 338, 32594, 10582, 5280598, 13144, 7002, 1889, 643941, 9064, 876, 878, 5281654, 11128, 107905, 5367681, 33166, 5281168, 5318042, 8091, 8094, 6561, 6050, 520098, 6054, 62374, 5367719, 8103, 6569, 5281708, 6072, 853433, 79803, 8130, 107971, 454, 61384, 106441, 439246, 439263, 994, 7651, 7654, 999, 998, 7658, 7150, 89594}"
346,347,okra,"Okro, Lady's fingers, Ngombo",abelmosch,vegetable,"{768, 8452, 644104, 527, 784, 8723, 31260, 7966, 5284639, 798, 11552, 15394, 802, 6184, 7976, 2345, 1068, 439341, 5365811, 5315892, 61240, 6202, 638011, 5366074, 61503, 8768, 12097, 323, 638278, 637511, 72, 6986, 332, 7501, 26447, 637775, 32594, 338, 1110, 5280343, 5280598, 13144, 18522, 7002, 61020, 5280863, 1889, 643941, 61030, 637542, 1130, 6251, 107, 878, 7284, 7288, 11128, 444539, 11902, 126, 637566, 9862, 650, 33931, 441484, 445070, 6544, 19602, 402, 6429333, 5284503, 8857, 10393, 5318042, 8094, 1183, 6561, 6050, 6054, 7847, 5367719, 6569, 5281708, 441005, 7858, 14079, 4788, 180, 26808, 6072, 853433, 5280443, 5363388, 15037, 5280445, 79803, 14529, 8130, 643779, 107971, 454, 18635, 439246, 10448, 25310, 61663, 439263, 1549026, 11747, 7654, 999, 998, 439533, 7150, 240, 244, 11509, 12020, 247, 89594, 5280511}"
347,348,onion,Bulb onion,allium,vegetable,"{1031, 1032, 644104, 31245, 527, 5320722, 8723, 11094547, 35349, 73750, 1049, 31260, 15394, 5280804, 1060, 6184, 1068, 439341, 5365811, 2734646, 13367, 11240503, 638011, 61503, 8768, 637511, 72, 5319754, 527435, 7762, 7765, 1110, 5319765, 15448, 5280343, 18522, 12377, 61020, 5280863, 1119, 637542, 107, 6251, 7284, 7288, 444539, 637566, 126, 10883, 9862, 650, 33931, 441484, 57357963, 445070, 5284503, 10393, 8857, 1183, 2214, 679, 6430888, 7848, 7847, 441005, 80046, 7858, 14514, 4788, 180, 5280443, 5363388, 5280445, 3776, 7361, 7362, 643779, 18635, 16590, 16591, 16592, 10448, 522458, 25310, 5321950, 445154, 12514, 1549026, 12376292, 228583, 66282, 439533, 240, 244, 11509, 247, 5280511, 14079, 768, 8452, 784, 237332, 8468, 5366552, 61209, 17691, 53472027, 798, 5284639, 11552, 75552, 802, 7463, 2345, 2346, 5315892, 12097, 323, 638278, 6986, 7501, 637775, 26447, 338, 5971, 5280598, 13144, 7002, 1889, 11617, 643941, 11622, 875, 876, 878, 22383, 19310, 61295, 8051, 5281654, 11128, 7041, 13187, 12170, 33166, 402, 5318042, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 16315, 8130, 107971, 454, 12232, 106441, 460, 439246, 79828, 98781, 439263, 62434, 994, 996, 8163, 7654, 999, 61926, 998, 98280, 529388, 68077, 7150, 89594}"
348,349,shallot,Shallot,allium,vegetable,"{768, 8452, 644104, 527, 784, 8723, 5366552, 31260, 798, 5284639, 11552, 15394, 802, 5280804, 6184, 2345, 439341, 5365811, 5315892, 638011, 61503, 8768, 323, 638278, 637511, 72, 5319754, 6986, 26447, 637775, 338, 5319765, 1110, 5280343, 5280598, 12377, 13144, 61020, 5280863, 1889, 643941, 637542, 11622, 1130, 6251, 107, 878, 22383, 19310, 7284, 7288, 11128, 1146, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 5318042, 1183, 6561, 6050, 6054, 7847, 7848, 5367719, 6569, 5281708, 441005, 7858, 4788, 180, 6072, 853433, 5280443, 5363388, 5280445, 79803, 8130, 643779, 107971, 454, 12232, 18635, 439246, 10448, 16592, 439263, 1549026, 8163, 7654, 999, 998, 439533, 7150, 240, 244, 11509, 12020, 247, 89594, 5280511}"
349,350,peppermint,Peppermint,mentha,herb,"{220674, 644104, 12813, 527, 8723, 31253, 521238, 1049, 31260, 15394, 1060, 65575, 65064, 7720, 6184, 10282, 12844, 439341, 81964, 13357, 14896, 1068, 7728, 5365811, 16441, 638011, 638014, 61503, 8768, 10819, 637511, 72, 6435914, 72276, 72277, 1110, 440917, 8792, 119900, 7772, 61020, 5280863, 637542, 1130, 107, 92780, 6251, 5367412, 7284, 7288, 18554, 637563, 8314, 444539, 126, 10364, 12306048, 637566, 442495, 442501, 9862, 5281929, 8842, 33931, 441484, 650, 445070, 5284503, 10393, 8857, 5284507, 1183, 10402, 7847, 679, 7335, 8363, 441005, 79023, 7858, 5280435, 4788, 5352626, 180, 3018936, 5280443, 5363388, 5280445, 10430, 643779, 2758, 11463, 85704, 5317319, 61130, 18635, 10448, 8914, 1549018, 27867, 27866, 381152, 1549026, 8419, 17129, 5370602, 5281515, 643820, 439533, 240, 244, 11509, 247, 5280511, 768, 7937, 28930, 329983, 8452, 11520, 11527, 7438, 7439, 784, 5281553, 439570, 443158, 16666, 798, 5284639, 11552, 802, 7459, 6949, 7461, 7463, 6431015, 22311, 6428458, 527144, 7462, 2345, 11567, 7476, 5315892, 9016, 642875, 2879, 323, 325, 638278, 12613, 6986, 6987, 6988, 6989, 61262, 637775, 335, 26447, 338, 34645, 6998, 10582, 13144, 5280598, 1889, 643941, 9064, 94060, 878, 94579, 8051, 261491, 11128, 379, 5275520, 107905, 18818, 5367681, 5372813, 62350, 5354896, 6549, 11160, 24473, 5318042, 62367, 6561, 6050, 6054, 5367719, 6569, 5281708, 7600, 61362, 6584, 853433, 6072, 565690, 79803, 6433214, 6590, 8130, 107971, 454, 460, 439246, 1549778, 439250, 92116, 6616, 11230, 439263, 94174, 62433, 7654, 7655, 998, 999, 7658, 62445, 7150, 442355, 5352437, 89594, 6654}"
350,351,broccoli,Broccoli,brassica oleracea,cabbage,"{644104, 527, 8723, 5372954, 31260, 15394, 5280804, 6184, 65064, 439341, 5365811, 93236, 7222, 31289, 6202, 638011, 65084, 61503, 8768, 5399110, 637511, 72, 72276, 72277, 1110, 5280343, 61020, 5280863, 637542, 1130, 107, 6251, 7284, 7288, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 19602, 5284503, 10393, 8857, 9601691, 1183, 7847, 441005, 7858, 4788, 180, 656566, 5364920, 5280443, 5363388, 5280445, 643779, 18635, 8908, 10448, 445154, 1549026, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 784, 8468, 798, 5284639, 11552, 802, 2345, 5315892, 8500, 323, 638278, 6986, 637775, 78160, 26447, 338, 5971, 5280598, 13144, 1889, 643941, 16741, 9064, 876, 878, 19310, 6911854, 5281654, 11128, 107905, 7043, 5281167, 5318042, 8094, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 957, 8130, 107971, 454, 12232, 439246, 439263, 994, 7654, 999, 998, 68077, 7150, 5283321, 89594}"
351,352,brussels sprout,Breussels Sprout,brassica oleracea,cabbage,"{768, 8452, 644104, 527, 784, 8723, 31260, 798, 5284639, 11552, 15394, 802, 6184, 65064, 2345, 75263, 1068, 439341, 5365811, 5315892, 6202, 638011, 65084, 61503, 8768, 323, 5399110, 637511, 72, 638278, 6986, 26447, 637775, 78160, 338, 5971, 72276, 72277, 1110, 5280343, 5280598, 13144, 61020, 5280863, 1889, 643941, 637542, 9064, 1130, 6251, 107, 878, 19310, 7284, 7288, 11128, 444539, 637566, 126, 107905, 9862, 650, 33931, 441484, 445070, 5281167, 5284503, 8857, 10393, 9601691, 5318042, 8094, 1183, 6561, 6050, 6054, 7847, 5367719, 6569, 5281707, 5281708, 441005, 7858, 4788, 180, 656566, 6072, 853433, 5280443, 5363388, 5280445, 702, 79803, 8130, 643779, 107971, 454, 12232, 18635, 439246, 10448, 16592, 439263, 1549026, 7654, 999, 998, 439533, 7150, 240, 244, 11509, 247, 89594, 5280511}"
352,353,cabbage,Cabbage,brassicaceae,cabbage,"{1032, 644104, 31246, 527, 8723, 5283349, 35349, 522266, 31260, 15394, 6184, 65064, 7720, 31276, 439341, 1068, 5365811, 31284, 93236, 6202, 638011, 65084, 61503, 8768, 5399110, 637511, 72, 72276, 72277, 1110, 5280343, 12377, 61020, 5280863, 637542, 1130, 107, 6251, 7284, 7288, 76922, 444539, 637566, 126, 442501, 9862, 650, 33931, 441484, 445070, 19602, 5284503, 10393, 8858, 9601691, 8857, 1183, 679, 7847, 441005, 7344, 7858, 4788, 180, 656566, 22201, 5280443, 5363388, 65724, 702, 5280445, 643779, 6341, 11463, 18635, 8908, 16217806, 16591, 16592, 10448, 16590, 5283324, 1549026, 439533, 240, 244, 11509, 12020, 247, 11002, 5280511, 768, 8452, 7439, 784, 16666, 798, 5284639, 11552, 75552, 802, 7461, 7462, 2345, 2346, 5315892, 8500, 323, 638278, 6986, 637775, 78160, 26447, 338, 5971, 5280598, 13144, 8025, 1889, 643941, 16741, 9064, 6506, 876, 878, 19310, 6911854, 12146, 11128, 379, 8060, 107905, 9609, 87436, 33166, 62351, 5281168, 402, 5318042, 8094, 6561, 6050, 6054, 5367719, 8103, 6569, 5281708, 6072, 853433, 6584, 79803, 8130, 107971, 454, 12232, 106441, 8139, 460, 17868, 439246, 11230, 439263, 994, 7654, 999, 998, 1001, 5610, 7150, 5283321, 89594, 123388, 75263}"
353,354,cauliflower,Cauliflower,brassica oleracea,cabbage,"{768, 8452, 644104, 527, 784, 8723, 31260, 798, 5284639, 11552, 15394, 802, 6184, 65064, 2345, 1068, 439341, 5365811, 93236, 5315892, 8500, 31289, 6202, 638011, 65084, 61503, 8768, 323, 638278, 637511, 72, 6986, 62539, 332, 637775, 26447, 338, 5971, 72276, 72277, 1110, 5280343, 5280598, 13144, 61020, 5280863, 1889, 643941, 637542, 16741, 9064, 1130, 107, 6251, 878, 19310, 6911854, 7284, 7288, 11128, 444539, 637566, 126, 8063, 107905, 7043, 9862, 650, 33931, 441484, 445070, 5281168, 19602, 5284503, 10393, 8857, 9601691, 5318042, 8094, 1183, 6561, 6050, 6054, 7847, 5367719, 6569, 5281708, 441005, 7858, 4788, 180, 656566, 6072, 853433, 5280443, 5363388, 5280445, 702, 79803, 957, 8130, 643779, 107971, 454, 12232, 18635, 8908, 439246, 10448, 8914, 439263, 1549026, 7654, 999, 998, 1001, 439533, 7150, 240, 244, 11509, 247, 5283321, 89594, 5280511}"
354,355,horseradish,Horseradish,armoracia rusticana,cabbage,"{768, 8452, 644104, 527, 784, 8723, 184852, 8468, 31260, 798, 5284639, 11552, 15394, 802, 5280804, 22311, 6184, 78120, 2345, 2346, 75263, 439341, 5365811, 5315892, 6202, 638011, 61503, 8768, 323, 5399110, 637511, 72, 638278, 6986, 26447, 637775, 338, 5971, 1110, 5280343, 5280598, 13144, 61020, 11613, 5280863, 1889, 11617, 16741, 637542, 643941, 165224, 1130, 6251, 107, 878, 6911854, 7284, 7288, 11128, 76922, 444539, 637566, 126, 9862, 650, 33931, 441484, 87436, 445070, 62351, 5284503, 8857, 10393, 9601691, 5318042, 8094, 1183, 11167, 6561, 6050, 6054, 7847, 5367719, 6569, 5281708, 441005, 7858, 4788, 180, 6072, 853433, 5280443, 5363388, 5280445, 79803, 8130, 643779, 107971, 454, 18635, 439246, 10448, 206037, 10966, 25310, 439263, 1549026, 7654, 999, 998, 439533, 7150, 240, 244, 11509, 247, 89594, 5280511}"
355,356,mustard,Mustard,brassica,cabbage,"{644104, 527, 8723, 31260, 7710, 15394, 6184, 3084331, 439341, 5365811, 6202, 638011, 61503, 8768, 637511, 72, 5319754, 1110, 61020, 5280863, 637542, 1130, 107, 6251, 7284, 7288, 76922, 444539, 637563, 637566, 126, 9862, 8842, 33931, 441484, 650, 445070, 5284503, 10393, 8857, 9601691, 1183, 7847, 14505, 441005, 177, 7858, 4788, 180, 656566, 5280443, 5363388, 5280445, 7361, 7362, 643779, 2758, 18635, 5364430, 10448, 1549026, 643820, 439533, 240, 244, 11509, 12020, 247, 5280511, 768, 14079, 8452, 784, 798, 5284639, 11552, 802, 2345, 5315892, 2879, 323, 638278, 6986, 637775, 335, 26447, 338, 5971, 5280598, 13144, 1889, 11617, 643941, 16741, 878, 19310, 6911854, 11128, 9609, 5281168, 6544, 6549, 5318042, 8094, 6561, 6050, 6054, 5367719, 8103, 6569, 5281708, 6072, 853433, 8122, 79803, 957, 8129, 8130, 107971, 454, 8139, 5462988, 439246, 7127, 8158, 439263, 7654, 999, 998, 7150, 519662, 89594, 5283324, 75263}"
356,357,radish,Radish,raphanus,vegetable root,"{768, 8452, 644104, 527, 784, 8723, 184852, 31260, 798, 5284639, 11552, 15394, 802, 31268, 6184, 78120, 2345, 439341, 5365811, 5315892, 3893, 6202, 638011, 61503, 8768, 323, 638278, 637511, 72, 6986, 26447, 637775, 338, 7765, 1110, 5280343, 5280598, 13144, 61020, 5280863, 1889, 11617, 16741, 637542, 643941, 1130, 6251, 107, 878, 19310, 6911854, 7284, 7288, 11128, 444539, 379, 637566, 126, 9862, 650, 33931, 441484, 445070, 5281167, 5281168, 5284503, 8857, 10393, 9601691, 5318042, 8094, 1183, 6560, 6561, 6050, 6054, 7847, 5367719, 6569, 5281708, 441005, 7858, 4788, 180, 6072, 853433, 5280443, 5363388, 5280445, 79803, 8130, 643779, 107971, 454, 12232, 18635, 439246, 10448, 206037, 439263, 1549026, 7654, 999, 998, 1001, 439533, 7150, 240, 244, 11509, 247, 89594, 5280511}"
357,358,turnip,"White turnip, Swedish turnip",brassica,vegetable root,"{768, 8452, 644104, 527, 784, 8723, 8468, 31260, 798, 5284639, 11552, 15394, 802, 6184, 2345, 439341, 5365811, 31284, 5315892, 6202, 638011, 61503, 8768, 323, 638278, 637511, 72, 6986, 26447, 637775, 338, 5971, 1110, 5280343, 5280598, 13144, 61020, 5280863, 1889, 16741, 637542, 643941, 1130, 6251, 107, 876, 878, 7284, 7288, 11128, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 9601691, 5318042, 8094, 1183, 6561, 6050, 6054, 7847, 5367719, 6569, 5281708, 441005, 7858, 4788, 180, 6072, 853433, 5280443, 5363388, 5280445, 79803, 8130, 643779, 107971, 454, 18635, 439246, 10448, 439263, 445154, 1549026, 994, 7654, 999, 998, 439533, 7150, 240, 244, 11509, 247, 89594, 5280511}"
358,359,kohlrabi,"German turnip, turnip cabbage",brassica oleracea,cabbage,"{30215, 644104, 527, 77840, 8723, 31252, 1049, 31260, 8222, 15394, 6184, 1068, 439341, 9261, 5365811, 6202, 638011, 61503, 8768, 5284421, 637511, 72, 1110, 5280343, 61020, 5280863, 637542, 1130, 107, 6251, 12401, 12403, 1140, 7284, 7288, 18554, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 19602, 5284503, 10393, 8857, 9601691, 1183, 7847, 14505, 441005, 7858, 4788, 180, 26808, 22201, 5280443, 5363388, 5280445, 7362, 643779, 18635, 10448, 61653, 1549026, 439533, 240, 244, 11509, 12020, 247, 12534, 5280511, 768, 7938, 8452, 6920, 784, 798, 5284639, 11552, 802, 7976, 2345, 19754, 5315892, 323, 8003, 638278, 6986, 332, 637775, 78160, 26447, 338, 5280598, 13144, 1889, 643941, 878, 19310, 11635, 11128, 8058, 62351, 5281168, 6544, 5281167, 6549, 5318042, 8091, 8094, 6561, 6050, 6054, 5367719, 8103, 6569, 5281708, 520108, 6072, 853433, 79803, 957, 8130, 107971, 454, 12232, 14286, 439246, 3026, 439263, 61922, 7654, 999, 998, 7150, 5283321, 89594, 123388}"
359,360,rutabaga,"Swede, Neep",brassica napus,vegetable root,"{768, 8194, 8452, 644104, 5281544, 527, 784, 8723, 8468, 5372954, 31260, 798, 5284639, 11552, 15394, 802, 1060, 6184, 2345, 1068, 439341, 5365811, 5315892, 6202, 638011, 61503, 8768, 323, 638278, 637511, 72, 6986, 26447, 637775, 338, 1110, 5280343, 5280598, 13144, 61020, 5280863, 1889, 643941, 637542, 1130, 6251, 107, 878, 1136, 880, 7284, 7288, 11128, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 5281167, 402, 5284503, 8857, 10393, 9601691, 5318042, 8094, 1183, 6560, 6561, 6050, 6054, 7847, 5367719, 6569, 5281708, 441005, 7858, 4788, 180, 656566, 6072, 853433, 5280443, 5363388, 5280445, 79803, 3776, 8130, 643779, 107971, 454, 12232, 18635, 446925, 439246, 10448, 7894, 439263, 1549026, 7654, 999, 998, 439533, 7150, 240, 244, 11509, 247, 89594, 5280511}"
360,361,wasabi,Wasabi,wasabi,cabbage,"{768, 8452, 644104, 527, 784, 8723, 31260, 798, 5284639, 11552, 15394, 802, 6184, 2345, 75263, 439341, 5365811, 5315892, 638011, 61503, 8768, 323, 638278, 637511, 72, 6986, 26447, 637775, 338, 5971, 1110, 5280598, 13144, 61020, 5280863, 1889, 16741, 637542, 643941, 1130, 6251, 107, 878, 6911854, 7284, 7288, 11128, 76922, 444539, 637566, 126, 9862, 650, 33931, 441484, 87436, 445070, 62351, 5284503, 8857, 10393, 5318042, 1183, 6561, 6050, 6054, 7847, 5367719, 6569, 5281708, 441005, 7858, 4788, 180, 6072, 853433, 5280443, 5363388, 5280445, 79803, 8130, 643779, 107971, 454, 18635, 439246, 10448, 439263, 1549026, 7654, 999, 998, 439533, 7150, 240, 244, 11509, 247, 89594, 5280511}"
